Availability,Licence,OrphaCode,DisorderId,DisorderName,DisorderTypeId,DisorderType,DisorderGroupId,DisorderGroup,ExpertLink,TypeOfInheritanceListCount,TypeOfInheritanceIds,TypeOfInheritance,TypeOfInheritancePairs,AverageAgeOfOnsetListCount,AverageAgeOfOnsetIds,AverageAgeOfOnset,AverageAgeOfOnsetPairs
,,180188,18113,Isolated congenital breast hypoplasia/aplasia,21415,Morphological anomaly,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=180188,1,23417,Autosomal recessive,23417|Autosomal recessive,0,,,
,,2300,515,Isolated multiple intestinal atresia,21415,Morphological anomaly,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2300,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,180226,18125,Embryonal carcinoma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=180226,1,23494,Not applicable,23494|Not applicable,2,23536; 23529,Adolescent; Childhood,23536|Adolescent; 23529|Childhood
,,502,526,Trichorhinophalangeal syndrome type 2,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=502,1,23410,Autosomal dominant,23410|Autosomal dominant,3,23529; 23522; 23515,Childhood; Infancy; Neonatal,23529|Childhood; 23522|Infancy; 23515|Neonatal
,,180229,18126,Polyembryoma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=180229,1,23494,Not applicable,23494|Not applicable,2,23536; 23543,Adolescent; Adult,23536|Adolescent; 23543|Adult
,,2370,527,Larsen-like osseous dysplasia-short stature syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2370,0,,,,1,23515,Neonatal,23515|Neonatal
,,477,520,KID syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=477,3,23410; 23417; 23494,Autosomal dominant; Autosomal recessive; Not applicable,23410|Autosomal dominant; 23417|Autosomal recessive; 23494|Not applicable,1,23515,Neonatal,23515|Neonatal
,,180247,18133,Vaginal carcinoma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=180247,0,,,,2,23543; 23550,Adult; Elderly,23543|Adult; 23550|Elderly
,,506,532,Leigh syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=506,3,23417; 23438; 23431,Autosomal recessive; Mitochondrial inheritance; X-linked recessive,23417|Autosomal recessive; 23438|Mitochondrial inheritance; 23431|X-linked recessive,1,23557,All ages,23557|All ages
,,2430,535,Congenital macroglossia,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2430,0,,,,1,23515,Neonatal,23515|Neonatal
,,2414,534,Congenital pulmonary lymphangiectasia,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2414,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23515,Neonatal,23515|Neonatal
,,180234,18128,Mixed germ cell tumor,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=180234,1,23494,Not applicable,23494|Not applicable,3,23536; 23543; 23529,Adolescent; Adult; Childhood,23536|Adolescent; 23543|Adult; 23529|Childhood
,,2373,529,Congenital laryngomalacia,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2373,0,,,,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,2377,531,Laurence-Moon syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2377,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23515,Neonatal,23515|Neonatal
,,2374,530,Isolated congenital laryngeal web,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2374,0,,,,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,180242,18131,Malignant tumor of fallopian tubes,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=180242,1,23494,Not applicable,23494|Not applicable,2,23543; 23550,Adult; Elderly,23543|Adult; 23550|Elderly
,,2466,541,MASA syndrome,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2466,1,23431,X-linked recessive,23431|X-linked recessive,1,23515,Neonatal,23515|Neonatal
,,180275,18141,Paget disease of the nipple,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=180275,0,,,,1,23543,Adult,23543|Adult
,,560,540,Marshall syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=560,2,23410; 23417,Autosomal dominant; Autosomal recessive,23410|Autosomal dominant; 23417|Autosomal recessive,1,23515,Neonatal,23515|Neonatal
,,570,542,Moebius syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=570,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,1505,537,Short rib-polydactyly syndrome,21436,Clinical group,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1505,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,180261,18137,Phyllodes tumor of the breast,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=180261,0,,,,1,23543,Adult,23543|Adult
,,2444,538,Congenital pulmonary airway malformation,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2444,1,23494,Not applicable,23494|Not applicable,4,23536; 23543; 23508; 23515,Adolescent; Adult; Antenatal; Neonatal,23536|Adolescent; 23543|Adult; 23508|Antenatal; 23515|Neonatal
,,612,610,Potassium-aggravated myotonia,21436,Clinical group,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=612,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23529,Childhood,23529|Childhood
,,179494,18083,Obesity due to leptin receptor gene deficiency,21443,Etiological subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=179494,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23529; 23522,Childhood; Infancy,23529|Childhood; 23522|Infancy
,,716,611,Phenylketonuria,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=716,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23522,Infancy,23522|Infancy
,,287,612,Classical Ehlers-Danlos syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=287,1,23410,Autosomal dominant,23410|Autosomal dominant,3,23529; 23522; 23515,Childhood; Infancy; Neonatal,23529|Childhood; 23522|Infancy; 23515|Neonatal
,,1020,631,Early-onset autosomal dominant Alzheimer disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1020,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23543,Adult,23543|Adult
,,63,630,Alport syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=63,3,23410; 23417; 23445,Autosomal dominant; Autosomal recessive; X-linked dominant,23410|Autosomal dominant; 23417|Autosomal recessive; 23445|X-linked dominant,4,23536; 23543; 23529; 23550,Adolescent; Adult; Childhood; Elderly,23536|Adolescent; 23543|Adult; 23529|Childhood; 23550|Elderly
,,54,629,X-linked recessive ocular albinism,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=54,1,23431,X-linked recessive,23431|X-linked recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,154,635,Familial isolated dilated cardiomyopathy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=154,4,23410; 23417; 23438; 23431,Autosomal dominant; Autosomal recessive; Mitochondrial inheritance; X-linked recessive,23410|Autosomal dominant; 23417|Autosomal recessive; 23438|Mitochondrial inheritance; 23431|X-linked recessive,1,23557,All ages,23557|All ages
,,84,634,Fanconi anemia,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=84,2,23417; 23431,Autosomal recessive; X-linked recessive,23417|Autosomal recessive; 23431|X-linked recessive,1,23529,Childhood,23529|Childhood
,,70,633,Proximal spinal muscular atrophy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=70,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23557,All ages,23557|All ages
,,69,632,Amyloidosis,36561,Category,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=69,0,,,,1,23557,All ages,23557|All ages
,,191,638,Cockayne syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=191,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23557,All ages,23557|All ages
,,180176,18111,Familial juvenile hypertrophy of the breast,21415,Morphological anomaly,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=180176,1,23494,Not applicable,23494|Not applicable,0,,,
,,166,637,Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy,36561,Category,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166,4,23410; 23417; 23445; 23431,Autosomal dominant; Autosomal recessive; X-linked dominant; X-linked recessive,23410|Autosomal dominant; 23417|Autosomal recessive; 23445|X-linked dominant; 23431|X-linked recessive,1,23557,All ages,23557|All ages
,,834,578,Free sialic acid storage disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=834,1,23417,Autosomal recessive,23417|Autosomal recessive,3,23508; 23522; 23515,Antenatal; Infancy; Neonatal,23508|Antenatal; 23522|Infancy; 23515|Neonatal
,,799,580,Schizencephaly,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=799,2,23410; 23417,Autosomal dominant; Autosomal recessive,23410|Autosomal dominant; 23417|Autosomal recessive,1,23557,All ages,23557|All ages
,,3151,582,Multiple sclerosis-ichthyosis-factor VIII deficiency syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3151,1,23480,Unknown,23480|Unknown,1,23529,Childhood,23529|Childhood
,,178566,18054,Mycosis fungoides and variants,21436,Clinical group,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178566,1,23494,Not applicable,23494|Not applicable,1,23543,Adult,23543|Adult
,,813,584,Silver-Russell syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=813,2,23410; 23494,Autosomal dominant; Not applicable,23410|Autosomal dominant; 23494|Not applicable,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,3169,585,Sirenomelia,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3169,1,23494,Not applicable,23494|Not applicable,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,816,586,Sjögren-Larsson syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=816,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,821,588,Sotos syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=821,2,23410; 23417,Autosomal dominant; Autosomal recessive,23410|Autosomal dominant; 23417|Autosomal recessive,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,3173,589,Infantile spasms-broad thumbs syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3173,0,,,,1,23515,Neonatal,23515|Neonatal
,,3204,590,Stormorken-Sjaastad-Langslet syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3204,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23557,All ages,23557|All ages
,,3205,591,Sturge-Weber syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3205,1,23494,Not applicable,23494|Not applicable,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,3320,595,Thrombocytopenia-absent radius syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3320,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,3346,597,Tracheal agenesis,21415,Morphological anomaly,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3346,1,23480,Unknown,23480|Unknown,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,858,596,Congenital toxoplasmosis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=858,1,23494,Not applicable,23494|Not applicable,3,23508; 23522; 23515,Antenatal; Infancy; Neonatal,23508|Antenatal; 23522|Infancy; 23515|Neonatal
,,887,603,VACTERL/VATER association,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=887,1,23494,Not applicable,23494|Not applicable,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,291,602,Congenital varicella syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=291,1,23494,Not applicable,23494|Not applicable,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,909,605,Cerebrotendinous xanthomatosis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=909,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,3447,604,Weaver syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3447,2,23410; 23494,Autosomal dominant; Not applicable,23410|Autosomal dominant; 23494|Not applicable,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,1422,606,Chondrodysplasia-difference of sex development syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1422,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,178478,18030,Infant botulism,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178478,0,,,,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,178481,18031,Intestinal botulism,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178481,0,,,,1,23557,All ages,23557|All ages
,,178469,18028,Autosomal dominant non-syndromic intellectual disability,21443,Etiological subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178469,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23529; 23522,Childhood; Infancy,23529|Childhood; 23522|Infancy
,,178475,18029,Wound botulism,21443,Etiological subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178475,0,,,,1,23557,All ages,23557|All ages
,,178461,18026,X-linked myopathy with postural muscle atrophy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178461,1,23431,X-linked recessive,23431|X-linked recessive,1,23543,Adult,23543|Adult
,,178464,18027,Hereditary myopathy with early respiratory failure,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178464,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23543,Adult,23543|Adult
,,178396,18024,Hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178396,2,23410; 23494,Autosomal dominant; Not applicable,23410|Autosomal dominant; 23494|Not applicable,1,23536,Adolescent,23536|Adolescent
,,178400,18025,Distal myopathy with anterior tibial onset,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178400,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23536; 23543,Adolescent; Adult,23536|Adolescent; 23543|Adult
,,178382,18022,Congenital vertical talus,21415,Morphological anomaly,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178382,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,178389,18023,Osteopetrosis-hypogammaglobulinemia syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178389,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,62,678,Alpha-sarcoglycan-related limb-girdle muscular dystrophy R3,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=62,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23536; 23529,Adolescent; Childhood,23536|Adolescent; 23529|Childhood
,,178364,18020,Syndromic microphthalmia type 5,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178364,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,715,677,Glycogen storage disease due to muscle phosphorylase kinase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=715,2,23417; 23431,Autosomal recessive; X-linked recessive,23417|Autosomal recessive; 23431|X-linked recessive,2,23536; 23543,Adolescent; Adult,23536|Adolescent; 23543|Adult
,,178377,18021,Osteosclerosis-developmental delay-craniosynostosis syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178377,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,348,676,"Fructose-1,6-bisphosphatase deficiency",21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=348,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23557,All ages,23557|All ages
,,178345,18018,Aromatase excess syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178345,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23536; 23529,Adolescent; Childhood,23536|Adolescent; 23529|Childhood
,,178355,18019,Smith-McCort dysplasia,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178355,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23529,Childhood,23529|Childhood
,,178338,18016,UV-sensitive syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178338,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23522,Infancy,23522|Infancy
,,3137,673,Alpha-N-acetylgalactosaminidase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3137,1,23417,Autosomal recessive,23417|Autosomal recessive,3,23543; 23529; 23522,Adult; Childhood; Infancy,23543|Adult; 23529|Childhood; 23522|Infancy
,,117,703,Behçet disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=117,1,23424,Multigenic/multifactorial,23424|Multigenic/multifactorial,3,23536; 23543; 23529,Adolescent; Adult; Childhood,23536|Adolescent; 23543|Adult; 23529|Childhood
