OrphaCode,DisorderName,DisorderType,ExpertLink,IsLeaf,OrphaCodePath,ClassificationPath,ClassificationTypes,ClassificationDepth
452,X-linked lissencephaly with abnormal genitalia,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=452,1,98006 > 98044 > 729560 > 199639 > 423655 > 452,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > ARX-related encephalopathy-brain malformation spectrum > X-linked lissencephaly with abnormal genitalia,Category > Category > Category > Category > Clinical group > Malformation syndrome,6
447893,Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome,Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447893,1,98006 > 98044 > 729560 > 199639 > 447893,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome,Category > Category > Category > Category > Clinical subtype,5
459074,Corpus callosum agenesis-macrocephaly-hypertelorism syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=459074,1,98006 > 98044 > 729560 > 199639 > 459074,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Corpus callosum agenesis-macrocephaly-hypertelorism syndrome,Category > Category > Category > Category > Malformation syndrome,5
466688,Severe intellectual disability-corpus callosum agenesis-facial dysmorphism-cerebellar ataxia syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=466688,1,98006 > 98044 > 729560 > 199639 > 466688,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Severe intellectual disability-corpus callosum agenesis-facial dysmorphism-cerebellar ataxia syndrome,Category > Category > Category > Category > Malformation syndrome,5
467166,Tubulinopathy-associated dysgyria,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=467166,1,98006 > 98044 > 729560 > 199639 > 467166,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Tubulinopathy-associated dysgyria,Category > Category > Category > Category > Disease,5
500159,Microcephaly-corpus callosum and cerebellar vermis hypoplasia-facial dysmorphism-intellectual disability syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=500159,1,98006 > 98044 > 729560 > 199639 > 500159,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Microcephaly-corpus callosum and cerebellar vermis hypoplasia-facial dysmorphism-intellectual disability syndrome,Category > Category > Category > Category > Malformation syndrome,5
694937,Intellectual disability-peripheral neuropathy-corpus callosum abnormalities syndrome due to nudix hydrolase 2 deficiency,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=694937,1,98006 > 98044 > 729560 > 199639 > 694937,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Intellectual disability-peripheral neuropathy-corpus callosum abnormalities syndrome due to nudix hydrolase 2 deficiency,Category > Category > Category > Category > Malformation syndrome,5
699844,Microcephaly-corpus callosum hypoplasia-simplified gyral pattern-intellectual disability syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=699844,1,98006 > 98044 > 729560 > 199639 > 699844,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Microcephaly-corpus callosum hypoplasia-simplified gyral pattern-intellectual disability syndrome,Category > Category > Category > Category > Malformation syndrome,5
457284,Houge-Janssens syndrome type 2,Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=457284,1,98006 > 98044 > 729560 > 199639 > 457284,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Houge-Janssens syndrome type 2,Category > Category > Category > Category > Clinical subtype,5
724143,Global developmental delay-nystagmus-short stature-corpus callosum hypoplasia-white matter abnormalities syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=724143,1,98006 > 98044 > 729560 > 199639 > 724143,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Global developmental delay-nystagmus-short stature-corpus callosum hypoplasia-white matter abnormalities syndrome,Category > Category > Category > Category > Malformation syndrome,5
726684,Global developmental delay-urogenital anomalies-cerebellar atrophy-cleft palate syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=726684,1,98006 > 98044 > 729560 > 199639 > 726684,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Global developmental delay-urogenital anomalies-cerebellar atrophy-cleft palate syndrome,Category > Category > Category > Category > Malformation syndrome,5
708171,Facial dysmorphism-corpus callosum hypoplasia-infantile epileptic encephalopathy,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=708171,1,98006 > 98044 > 729560 > 199639 > 708171,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Facial dysmorphism-corpus callosum hypoplasia-infantile epileptic encephalopathy,Category > Category > Category > Category > Malformation syndrome,5
714404,Developmental delay-macrocephaly-corpus callosum dysgenesis-intellectual disability syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=714404,0,98006 > 98044 > 729560 > 199639 > 714404,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Developmental delay-macrocephaly-corpus callosum dysgenesis-intellectual disability syndrome,Category > Category > Category > Category > Malformation syndrome,5
714413,9p23p22.2 microdeletion syndrome,Etiological subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=714413,1,98006 > 98044 > 729560 > 199639 > 714404 > 714413,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Developmental delay-macrocephaly-corpus callosum dysgenesis-intellectual disability syndrome > 9p23p22.2 microdeletion syndrome,Category > Category > Category > Category > Malformation syndrome > Etiological subtype,6
714407,Developmental delay-macrocephaly-corpus callosum dysgenesis-intellectual disability syndrome due to NFIB mutation,Etiological subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=714407,1,98006 > 98044 > 729560 > 199639 > 714404 > 714407,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Developmental delay-macrocephaly-corpus callosum dysgenesis-intellectual disability syndrome > Developmental delay-macrocephaly-corpus callosum dysgenesis-intellectual disability syndrome due to NFIB mutation,Category > Category > Category > Category > Malformation syndrome > Etiological subtype,6
269528,Syndrome with microcephaly as a major feature,Category,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269528,0,98006 > 98044 > 729560 > 269528,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with microcephaly as a major feature,Category > Category > Category > Category,4
1229,Pseudo-TORCH syndrome type 1,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1229,1,98006 > 98044 > 729560 > 269528 > 1229,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with microcephaly as a major feature > Pseudo-TORCH syndrome type 1,Category > Category > Category > Category > Malformation syndrome,5
633035,Intellectual disability-early-onset cataract-microcephaly syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=633035,1,98006 > 98044 > 729560 > 269528 > 633035,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with microcephaly as a major feature > Intellectual disability-early-onset cataract-microcephaly syndrome,Category > Category > Category > Category > Malformation syndrome,5
659642,Rauch-Steindl syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=659642,1,98006 > 98044 > 729560 > 269528 > 659642,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with microcephaly as a major feature > Rauch-Steindl syndrome,Category > Category > Category > Category > Malformation syndrome,5
662179,Microcephaly-hearing loss-facial dysmorphism-intellectual disability syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=662179,1,98006 > 98044 > 729560 > 269528 > 662179,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with microcephaly as a major feature > Microcephaly-hearing loss-facial dysmorphism-intellectual disability syndrome,Category > Category > Category > Category > Malformation syndrome,5
662762,Motor delay-microcephaly-speech impairment-ocular abnormalities syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=662762,1,98006 > 98044 > 729560 > 269528 > 662762,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with microcephaly as a major feature > Motor delay-microcephaly-speech impairment-ocular abnormalities syndrome,Category > Category > Category > Category > Malformation syndrome,5
664923,Congenital arthrogryposis-microcephaly-facial dysmorphism-severe neurodevelopmental delay syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=664923,1,98006 > 98044 > 729560 > 269528 > 664923,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with microcephaly as a major feature > Congenital arthrogryposis-microcephaly-facial dysmorphism-severe neurodevelopmental delay syndrome,Category > Category > Category > Category > Malformation syndrome,5
684240,Neurodevelopmental disorder-spasticity-movement disorder-epileptic syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=684240,1,98006 > 98044 > 729560 > 269528 > 684240,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with microcephaly as a major feature > Neurodevelopmental disorder-spasticity-movement disorder-epileptic syndrome,Category > Category > Category > Category > Malformation syndrome,5
697067,Global developmental delay-intellectual disability-microcephaly-short stature-brain iron accumulation syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=697067,1,98006 > 98044 > 729560 > 269528 > 697067,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with microcephaly as a major feature > Global developmental delay-intellectual disability-microcephaly-short stature-brain iron accumulation syndrome,Category > Category > Category > Category > Malformation syndrome,5
699844,Microcephaly-corpus callosum hypoplasia-simplified gyral pattern-intellectual disability syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=699844,1,98006 > 98044 > 729560 > 269528 > 699844,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with microcephaly as a major feature > Microcephaly-corpus callosum hypoplasia-simplified gyral pattern-intellectual disability syndrome,Category > Category > Category > Category > Malformation syndrome,5
1270,Bowen-Conradi syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1270,1,98006 > 98044 > 729560 > 269528 > 1270,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with microcephaly as a major feature > Bowen-Conradi syndrome,Category > Category > Category > Category > Malformation syndrome,5
2510,Micro syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2510,1,98006 > 98044 > 729560 > 269528 > 2510,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with microcephaly as a major feature > Micro syndrome,Category > Category > Category > Category > Malformation syndrome,5
2515,Microcephaly-cardiomyopathy syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2515,1,98006 > 98044 > 729560 > 269528 > 2515,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with microcephaly as a major feature > Microcephaly-cardiomyopathy syndrome,Category > Category > Category > Category > Malformation syndrome,5
